001000006,구서IC,경부고속도로,10,129099830.1,35247561.5,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001000043,부산TG,경부고속도로,10,129107491.1,35278348.6,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001000130,양산JC,경부고속도로,10,129042013.2,35333464.3,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001000179,양산IC,경부고속도로,10,129053488.6,35373489.4,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001000321,통도사IC,경부고속도로,10,129098815.2,35498619.4,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001000388,서울산IC,경부고속도로,10,129127153.2,35552509,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001000405,언양JC,경부고속도로,10,129133225.2,35566978.2,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001000440,언양휴게소,경부고속도로,10,129143823.2,35597451.7,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001000683,경주IC,경부고속도로,10,129186735.3,35804955,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001000760,건천휴게소,경부고속도로,10,129110823.4,35828044.1,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001000787,건천IC,경부고속도로,10,129087354.4,35841244.7,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001000964,영천IC,경부고속도로,10,128953689.4,35919407.2,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001001056,평사휴게소,경부고속도로,10,128869561.2,35883474.6,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001001109,경산휴게소,경부고속도로,10,128812518.5,35875061.2,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001001128,경산IC,경부고속도로,10,128791024.1,35873944.8,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001001221,동대구JC,경부고속도로,10,128696716.1,35882822,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001001262,도동JC,경부고속도로,10,128660136.9,35910957.8,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
001001300,검단IC,경부고속도로,10,128625270.4,35914049.4,1287213263,예제IC~예제IC 75km/h 10분 소요,예제IC~예제IC 75km/h 10분 소요,50,50,reserved1,reserved2
