0352VME01402,0,중부선,352,128211823.7,35071908.4,1286476352,0,VMS_INFO,상행,reserved1,고성터널 외 후방345m(통영방향)
0400VME00201,0,평택제천선,400,127387048.5,36970799.2,1286476352,0,VMS_INFO,상행,reserved1,음성방향 안진터널(터널진입로)
0400VMS00301,0,평택제천선,400,127413608.9,36954407.8,1286476352,0,VMS_INFO,하행,reserved1,평택방향 안진터널 외 전방300m
0450VME00801,0,중부내륙선,450,128227720.5,36295180.7,1286476352,0,VMS_INFO,상행,reserved1,상주터널 입구 앞 500m(하행)
0450VME01001,0,중부내륙선,450,128142045.9,36652466.1,1286476352,0,VMS_INFO,상행,reserved1,문경2터널 외 420m (양평방향)
0450VME01002,0,중부내륙선,450,128096615.3,36721690.2,1286476352,0,VMS_INFO,상행,reserved1,문경2터널 외 360m (양평방향)
0450VME01003,0,중부내륙선,450,128063965.7,36744234,1286476352,0,VMS_INFO,상행,reserved1,문경새재터널 외 670m (양평방향)
0450VME01005,0,중부내륙선,450,127950734,36847306.1,1286476352,0,VMS_INFO,상행,reserved1,중부내륙선 양평방향 장연터널 206.26Km
0300VME00100,0,청원상주선,300,127470182.1,36550946.4,1286476352,0,VMS_INFO,상행,reserved1,청원상주 상주방향 문의IC
0300VME00200,0,청원상주선,300,127594956.4,36498013.8,1286476352,0,VMS_INFO,상행,reserved1,청원상주 상주방향 회인IC
0300VME00300,0,청원상주선,300,127685488.8,36466013.7,1286476352,0,VMS_INFO,상행,reserved1,청원상주 상주방향 보은IC
0300VME00400,0,청원상주선,300,127760078.7,36451766.2,1286476352,0,VMS_INFO,상행,reserved1,청원상주 상주방향 속리산IC
0300VME00500,0,청원상주선,300,127934695.8,36440411.5,1286476352,0,VMS_INFO,상행,reserved1,청원상주 상주방향 화서IC
0300VME00600,0,청원상주선,300,128124168.5,36370688.6,1286476352,0,VMS_INFO,상행,reserved1,청원상주 상주방향 남상주IC
0300VME00700,0,청원상주선,300,128211523.8,36366108.4,1286476352,0,VMS_INFO,상행,reserved1,청원상주 상주방향 상주JCT
0300VMS00100,0,청원상주선,300,127473037.1,36548865.1,1286476352,0,VMS_INFO,하행,reserved1,청원상주 청원방향 청원JCT
0300VMS00200,0,청원상주선,300,127537984.1,36515845.8,1286476352,0,VMS_INFO,하행,reserved1,청원상주 청원방향 문의IC
